	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
PLXDC21	0	1.852853	0.871	0.279	0	Fibroblasts/Preadipocytes	PLXDC2
CCDC80	0	1.849286	0.774	0.251	0	Fibroblasts/Preadipocytes	CCDC80
BICC1	0	1.847592	0.826	0.186	0	Fibroblasts/Preadipocytes	BICC1
IGFBP6	0	1.844033	0.702	0.249	0	Fibroblasts/Preadipocytes	IGFBP6
SLIT2	0	1.809719	0.725	0.139	0	Fibroblasts/Preadipocytes	SLIT2
COL6A2	0	1.797996	0.823	0.203	0	Fibroblasts/Preadipocytes	COL6A2
EGFR1	0	1.795135	0.817	0.19	0	Fibroblasts/Preadipocytes	EGFR
COL6A3	0	1.773188	0.821	0.202	0	Fibroblasts/Preadipocytes	COL6A3
ROBO2	0	1.732454	0.631	0.223	0	Fibroblasts/Preadipocytes	ROBO2
APOD	0	1.713028	0.624	0.2	0	Fibroblasts/Preadipocytes	APOD
PTGIS	0	1.705665	0.725	0.175	0	Fibroblasts/Preadipocytes	PTGIS
DLC11	0	1.702814	0.923	0.278	0	Fibroblasts/Preadipocytes	DLC1
PRRX1	0	1.695084	0.802	0.13	0	Fibroblasts/Preadipocytes	PRRX1
SDK11	0	1.69045	0.791	0.324	0	Fibroblasts/Preadipocytes	SDK1
TIMP3	0	1.65733	0.791	0.237	0	Fibroblasts/Preadipocytes	TIMP3
EBF11	0	1.652241	0.973	0.35	0	Fibroblasts/Preadipocytes	EBF1
KCNB2	0	1.631727	0.575	0.144	0	Fibroblasts/Preadipocytes	KCNB2
GFPT2	0	1.626994	0.613	0.159	0	Fibroblasts/Preadipocytes	GFPT2
COL1A1	0	1.584037	0.714	0.204	0	Fibroblasts/Preadipocytes	COL1A1
VCAN	0	1.568745	0.673	0.209	0	Fibroblasts/Preadipocytes	VCAN
LAMC11	0	1.566269	0.831	0.234	0	Fibroblasts/Preadipocytes	LAMC1
SVEP11	0	1.533354	0.768	0.194	0	Fibroblasts/Preadipocytes	SVEP1
COL6A1	0	1.532265	0.738	0.212	0	Fibroblasts/Preadipocytes	COL6A1
C3	0	1.506757	0.675	0.113	0	Fibroblasts/Preadipocytes	C3
DDR21	0	1.497617	0.758	0.234	0	Fibroblasts/Preadipocytes	DDR2
PDGFD	0	1.478334	0.602	0.193	0	Fibroblasts/Preadipocytes	PDGFD
FN1	0	1.459724	0.688	0.197	0	Fibroblasts/Preadipocytes	FN1
ADAMTSL1	0	1.451202	0.708	0.205	0	Fibroblasts/Preadipocytes	ADAMTSL1
ACKR3	0	1.443844	0.675	0.255	0	Fibroblasts/Preadipocytes	ACKR3
PRICKLE1	0	1.436805	0.602	0.177	0	Fibroblasts/Preadipocytes	PRICKLE1
SCARA5	0	1.426519	0.645	0.129	0	Fibroblasts/Preadipocytes	SCARA5
NAV31	0	1.423331	0.76	0.232	0	Fibroblasts/Preadipocytes	NAV3
GREB1L1	0	1.408057	0.657	0.224	0	Fibroblasts/Preadipocytes	GREB1L
LRP1	0	1.406418	0.771	0.215	0	Fibroblasts/Preadipocytes	LRP1
FRMD6	0	1.405111	0.68	0.162	0	Fibroblasts/Preadipocytes	FRMD6
RUNX1T11	0	1.403024	0.771	0.221	0	Fibroblasts/Preadipocytes	RUNX1T1
CST31	0	1.399793	0.7	0.227	0	Fibroblasts/Preadipocytes	CST3
PCSK6	0	1.386783	0.692	0.16	0	Fibroblasts/Preadipocytes	PCSK6
NAALADL21	0	1.38182	0.837	0.326	0	Fibroblasts/Preadipocytes	NAALADL2
MGP	0	1.380673	0.68	0.246	0	Fibroblasts/Preadipocytes	MGP
BOC	0	1.371909	0.573	0.139	0	Fibroblasts/Preadipocytes	BOC
AXL	0	1.37037	0.708	0.152	0	Fibroblasts/Preadipocytes	AXL
FBLN5	0	1.342942	0.701	0.225	0	Fibroblasts/Preadipocytes	FBLN5
NAV1	0	1.336828	0.802	0.234	0	Fibroblasts/Preadipocytes	NAV1
CDON	0	1.334173	0.702	0.185	0	Fibroblasts/Preadipocytes	CDON
HSPG2	0	1.323259	0.821	0.23	0	Fibroblasts/Preadipocytes	HSPG2
SOBP	0	1.322994	0.683	0.171	0	Fibroblasts/Preadipocytes	SOBP
NTM1	0	1.322035	0.66	0.191	0	Fibroblasts/Preadipocytes	NTM
ABI3BP	0	1.31818	0.744	0.185	0	Fibroblasts/Preadipocytes	ABI3BP
SDC21	0	1.311889	0.707	0.2	0	Fibroblasts/Preadipocytes	SDC2
ZNF385D	0	1.307605	0.616	0.196	0	Fibroblasts/Preadipocytes	ZNF385D
CHL1	0	1.307417	0.604	0.136	0	Fibroblasts/Preadipocytes	CHL1
DPYSL3	0	1.271233	0.696	0.143	0	Fibroblasts/Preadipocytes	DPYSL3
BNC21	0	1.258671	0.803	0.242	0	Fibroblasts/Preadipocytes	BNC2
EBF3	0	1.258347	0.767	0.158	0	Fibroblasts/Preadipocytes	EBF3
SH3D191	0	1.2567	0.823	0.333	0	Fibroblasts/Preadipocytes	SH3D19
PODN	0	1.255477	0.644	0.188	0	Fibroblasts/Preadipocytes	PODN
ADAMTS5	0	1.253767	0.6	0.197	0	Fibroblasts/Preadipocytes	ADAMTS5
MRC2	0	1.235096	0.722	0.152	0	Fibroblasts/Preadipocytes	MRC2
HTRA3	0	1.234917	0.659	0.157	0	Fibroblasts/Preadipocytes	HTRA3
ANTXR1	0	1.234399	0.726	0.174	0	Fibroblasts/Preadipocytes	ANTXR1
COL5A21	0	1.223577	0.707	0.18	0	Fibroblasts/Preadipocytes	COL5A2
FOXP21	0	1.221449	0.745	0.223	0	Fibroblasts/Preadipocytes	FOXP2
TCF41	0	1.216991	0.831	0.32	0	Fibroblasts/Preadipocytes	TCF4
ELN	0	1.203694	0.689	0.175	0	Fibroblasts/Preadipocytes	ELN
VIT	0	1.201402	0.603	0.147	0	Fibroblasts/Preadipocytes	VIT
LPAR1	0	1.200917	0.775	0.154	0	Fibroblasts/Preadipocytes	LPAR1
LUM	0	1.199271	0.657	0.227	0	Fibroblasts/Preadipocytes	LUM
LHFPL61	0	1.192343	0.79	0.277	0	Fibroblasts/Preadipocytes	LHFPL6
UST	0	1.190726	0.82	0.432	0	Fibroblasts/Preadipocytes	UST
PBX11	0	1.181195	0.86	0.288	0	Fibroblasts/Preadipocytes	PBX1
CD34	0	1.172958	0.7	0.208	0	Fibroblasts/Preadipocytes	CD34
UAP1	0	1.167768	0.628	0.252	0	Fibroblasts/Preadipocytes	UAP1
PTPRG1	0	1.15729	0.898	0.307	0	Fibroblasts/Preadipocytes	PTPRG
ANK21	0	1.156832	0.773	0.245	0	Fibroblasts/Preadipocytes	ANK2
ARHGAP242	0	1.146225	0.728	0.291	0	Fibroblasts/Preadipocytes	ARHGAP24
C1R	0	1.14381	0.682	0.187	0	Fibroblasts/Preadipocytes	C1R
NFIB1	0	1.14009	0.875	0.285	0	Fibroblasts/Preadipocytes	NFIB
GPX3	0	1.130545	0.613	0.227	0	Fibroblasts/Preadipocytes	GPX3
AOX1	0	1.130419	0.65	0.088	0	Fibroblasts/Preadipocytes	AOX1
SLIT31	0	1.118977	0.682	0.241	0	Fibroblasts/Preadipocytes	SLIT3
C1orf211	0	1.111577	0.762	0.281	0	Fibroblasts/Preadipocytes	C1orf21
PLAGL11	0	1.110949	0.689	0.262	0	Fibroblasts/Preadipocytes	PLAGL1
RBMS31	0	1.09608	0.794	0.262	0	Fibroblasts/Preadipocytes	RBMS3
GULP1	0	1.087013	0.638	0.196	0	Fibroblasts/Preadipocytes	GULP1
ROBO11	0	1.074859	0.741	0.28	0	Fibroblasts/Preadipocytes	ROBO1
MMP2	0	1.063711	0.666	0.172	0	Fibroblasts/Preadipocytes	MMP2
SESTD11	0	1.052555	0.794	0.355	0	Fibroblasts/Preadipocytes	SESTD1
PLD12	0	1.037653	0.674	0.237	0	Fibroblasts/Preadipocytes	PLD1
SULF1	0	1.035759	0.641	0.176	0	Fibroblasts/Preadipocytes	SULF1
CYBRD11	0	1.026431	0.714	0.206	0	Fibroblasts/Preadipocytes	CYBRD1
FLRT2	0	1.021783	0.699	0.17	0	Fibroblasts/Preadipocytes	FLRT2
MEDAG	0	1.021696	0.609	0.159	0	Fibroblasts/Preadipocytes	MEDAG
PTPRS1	0	1.013848	0.751	0.203	0	Fibroblasts/Preadipocytes	PTPRS
PLAC9	0	1.005539	0.609	0.182	0	Fibroblasts/Preadipocytes	PLAC9
EFEMP1	0	1.002408	0.706	0.241	0	Fibroblasts/Preadipocytes	EFEMP1
SPARC	0	0.997082	0.663	0.237	0	Fibroblasts/Preadipocytes	SPARC
SRPX2	0	0.977009	0.604	0.188	0	Fibroblasts/Preadipocytes	SRPX2
ANXA2	0	0.975865	0.756	0.349	0	Fibroblasts/Preadipocytes	ANXA2
MGST11	0	0.973235	0.651	0.2	0	Fibroblasts/Preadipocytes	MGST1
ZNF521	0	0.972194	0.774	0.238	0	Fibroblasts/Preadipocytes	ZNF521
CALD1	0	0.963731	0.818	0.263	0	Fibroblasts/Preadipocytes	CALD1
MEIS1	0	0.961539	0.615	0.189	0	Fibroblasts/Preadipocytes	MEIS1
CPE	0	0.957374	0.642	0.184	0	Fibroblasts/Preadipocytes	CPE
NNMT	0	0.947918	0.626	0.168	0	Fibroblasts/Preadipocytes	NNMT
PHLDB11	0	0.946377	0.676	0.202	0	Fibroblasts/Preadipocytes	PHLDB1
NRP12	0	0.946326	0.731	0.255	0	Fibroblasts/Preadipocytes	NRP1
AKAP121	0	0.945972	0.72	0.199	0	Fibroblasts/Preadipocytes	AKAP12
SASH11	0	0.944628	0.717	0.214	0	Fibroblasts/Preadipocytes	SASH1
GXYLT2	0	0.92913	0.645	0.162	0	Fibroblasts/Preadipocytes	GXYLT2
COLEC121	0	0.926484	0.609	0.166	0	Fibroblasts/Preadipocytes	COLEC12
ARHGAP201	0	0.916214	0.64	0.218	0	Fibroblasts/Preadipocytes	ARHGAP20
TFPI	0	0.911485	0.7	0.179	0	Fibroblasts/Preadipocytes	TFPI
ZFHX4	0	0.905745	0.584	0.136	0	Fibroblasts/Preadipocytes	ZFHX4
LMNA1	0	0.9016	0.662	0.226	0	Fibroblasts/Preadipocytes	LMNA
CXCL14	0	0.900574	0.511	0.111	0	Fibroblasts/Preadipocytes	CXCL14
LIMCH11	0	0.881747	0.7	0.225	0	Fibroblasts/Preadipocytes	LIMCH1
CDC42BPA1	0	0.879186	0.777	0.257	0	Fibroblasts/Preadipocytes	CDC42BPA
CD248	0	0.878286	0.617	0.216	0	Fibroblasts/Preadipocytes	CD248
CACNA2D11	0	0.873771	0.678	0.206	0	Fibroblasts/Preadipocytes	CACNA2D1
PTPN13	0	0.872701	0.679	0.245	0	Fibroblasts/Preadipocytes	PTPN13
ADH1B1	0	0.861371	0.662	0.226	0	Fibroblasts/Preadipocytes	ADH1B
VGLL3	0	0.855975	0.536	0.092	0	Fibroblasts/Preadipocytes	VGLL3
KLF4	0	0.840867	0.575	0.194	0	Fibroblasts/Preadipocytes	KLF4
LAMA41	0	0.839571	0.795	0.261	0	Fibroblasts/Preadipocytes	LAMA4
STON21	0	0.832857	0.569	0.175	0	Fibroblasts/Preadipocytes	STON2
SPTBN11	0	0.814471	0.891	0.672	0	Fibroblasts/Preadipocytes	SPTBN1
ASPA	0	0.807984	0.615	0.174	0	Fibroblasts/Preadipocytes	ASPA
SGCE	0	0.796869	0.663	0.247	0	Fibroblasts/Preadipocytes	SGCE
THRB1	0	0.786858	0.726	0.223	0	Fibroblasts/Preadipocytes	THRB
APBB21	0	0.766677	0.757	0.267	0	Fibroblasts/Preadipocytes	APBB2
TCF7L21	0	0.758943	0.824	0.331	0	Fibroblasts/Preadipocytes	TCF7L2
CHRDL1	0	0.758709	0.625	0.202	0	Fibroblasts/Preadipocytes	CHRDL1
FAM114A1	0	0.749776	0.638	0.185	0	Fibroblasts/Preadipocytes	FAM114A1
GFRA1	0	0.737683	0.521	0.108	0	Fibroblasts/Preadipocytes	GFRA1
ISLR	0	0.727076	0.619	0.169	0	Fibroblasts/Preadipocytes	ISLR
PLSCR41	0	0.718341	0.677	0.237	0	Fibroblasts/Preadipocytes	PLSCR4
CXCL12	0	0.715796	0.589	0.165	0	Fibroblasts/Preadipocytes	CXCL12
FERMT21	0	0.715182	0.674	0.219	0	Fibroblasts/Preadipocytes	FERMT2
PDK42	0	0.683892	0.651	0.215	0	Fibroblasts/Preadipocytes	PDK4
GPNMB	0	0.674167	0.572	0.185	0	Fibroblasts/Preadipocytes	GPNMB
CLMP1	0	0.668405	0.648	0.219	0	Fibroblasts/Preadipocytes	CLMP
AR	0	0.664839	0.548	0.148	0	Fibroblasts/Preadipocytes	AR
LDB2	0	0.644914	0.721	0.197	0	Fibroblasts/Preadipocytes	LDB2
GAS1	0	0.629862	0.57	0.136	0	Fibroblasts/Preadipocytes	GAS1
CPXM2	0	0.599882	0.598	0.153	0	Fibroblasts/Preadipocytes	CPXM2
CYR61	0	0.590841	0.504	0.163	0	Fibroblasts/Preadipocytes	CYR61
PSD31	0	0.58966	0.721	0.261	0	Fibroblasts/Preadipocytes	PSD3
MARCKS	0	0.5863	0.6	0.213	0	Fibroblasts/Preadipocytes	MARCKS
PAPSS21	0	0.57213	0.57	0.155	0	Fibroblasts/Preadipocytes	PAPSS2
IGFBP4	0	0.571111	0.609	0.233	0	Fibroblasts/Preadipocytes	IGFBP4
JDP2	0	0.571069	0.548	0.194	0	Fibroblasts/Preadipocytes	JDP2
ERRFI1	0	0.557825	0.569	0.181	0	Fibroblasts/Preadipocytes	ERRFI1
CAVIN1	0	0.543906	0.579	0.209	0	Fibroblasts/Preadipocytes	CAVIN1
IGFBP7	0	0.529538	0.613	0.192	0	Fibroblasts/Preadipocytes	IGFBP7
PLTP	0	0.511829	0.567	0.156	0	Fibroblasts/Preadipocytes	PLTP
CEBPD	0	0.510619	0.538	0.202	0	Fibroblasts/Preadipocytes	CEBPD
LRIG3	1.13E-305	0.567493	0.56	0.183	2.27E-302	Fibroblasts/Preadipocytes	LRIG3
AC119674.2	3.27E-305	0.99141	0.589	0.2	6.53E-302	Fibroblasts/Preadipocytes	AC119674.2
MPZL1	7.92E-302	0.741365	0.624	0.223	1.58E-298	Fibroblasts/Preadipocytes	MPZL1
PRDM6	8.47E-302	0.790153	0.511	0.148	1.69E-298	Fibroblasts/Preadipocytes	PRDM6
MARK11	4.30E-300	0.591627	0.58	0.217	8.59E-297	Fibroblasts/Preadipocytes	MARK1
ROR1	1.52E-299	0.687265	0.596	0.211	3.04E-296	Fibroblasts/Preadipocytes	ROR1
NTRK21	7.52E-298	0.545916	0.544	0.147	1.50E-294	Fibroblasts/Preadipocytes	NTRK2
MYADM	3.00E-297	0.828511	0.636	0.322	6.00E-294	Fibroblasts/Preadipocytes	MYADM
CADPS2	1.15E-294	0.609649	0.635	0.222	2.29E-291	Fibroblasts/Preadipocytes	CADPS2
ECM21	4.21E-294	0.659442	0.591	0.227	8.42E-291	Fibroblasts/Preadipocytes	ECM2
TNFAIP21	4.81E-293	0.550415	0.581	0.188	9.61E-290	Fibroblasts/Preadipocytes	TNFAIP2
ARHGAP101	6.73E-292	0.74945	0.76	0.349	1.35E-288	Fibroblasts/Preadipocytes	ARHGAP10
CACNA2D3	1.55E-291	0.958029	0.624	0.222	3.11E-288	Fibroblasts/Preadipocytes	CACNA2D3
JAG1	3.92E-291	0.599902	0.564	0.193	7.85E-288	Fibroblasts/Preadipocytes	JAG1
SRGAP11	9.13E-290	0.769058	0.675	0.253	1.83E-286	Fibroblasts/Preadipocytes	SRGAP1
STK32B	1.48E-289	1.136503	0.549	0.165	2.95E-286	Fibroblasts/Preadipocytes	STK32B
EYA21	2.44E-289	0.613832	0.551	0.172	4.87E-286	Fibroblasts/Preadipocytes	EYA2
COL12A1	4.27E-289	1.00049	0.544	0.167	8.54E-286	Fibroblasts/Preadipocytes	COL12A1
CFH	6.34E-288	0.942525	0.617	0.242	1.27E-284	Fibroblasts/Preadipocytes	CFH
PRICKLE21	6.77E-284	0.72248	0.58	0.175	1.35E-280	Fibroblasts/Preadipocytes	PRICKLE2
ZEB22	9.58E-283	0.519535	0.8	0.35	1.92E-279	Fibroblasts/Preadipocytes	ZEB2
EXT11	1.27E-282	0.935686	0.825	0.494	2.55E-279	Fibroblasts/Preadipocytes	EXT1
LIMA11	2.07E-282	0.726108	0.76	0.358	4.14E-279	Fibroblasts/Preadipocytes	LIMA1
YBX3	1.79E-281	0.73923	0.639	0.273	3.58E-278	Fibroblasts/Preadipocytes	YBX3
RHOBTB31	1.53E-280	0.756759	0.685	0.276	3.06E-277	Fibroblasts/Preadipocytes	RHOBTB3
PCOLCE21	2.52E-279	0.963603	0.65	0.285	5.04E-276	Fibroblasts/Preadipocytes	PCOLCE2
FGF14	5.71E-279	1.351999	0.572	0.172	1.14E-275	Fibroblasts/Preadipocytes	FGF14
TCF7L1	4.42E-278	0.924099	0.644	0.217	8.83E-275	Fibroblasts/Preadipocytes	TCF7L1
RBPMS1	2.52E-274	0.536123	0.753	0.316	5.03E-271	Fibroblasts/Preadipocytes	RBPMS
OSMR	1.81E-272	0.631152	0.59	0.205	3.63E-269	Fibroblasts/Preadipocytes	OSMR
FGF7	4.64E-272	1.186549	0.572	0.17	9.27E-269	Fibroblasts/Preadipocytes	FGF7
KREMEN1	1.38E-271	0.652481	0.53	0.138	2.75E-268	Fibroblasts/Preadipocytes	KREMEN1
TWIST2	7.24E-271	0.804336	0.551	0.161	1.45E-267	Fibroblasts/Preadipocytes	TWIST2
FAT4	1.10E-269	0.941712	0.591	0.196	2.20E-266	Fibroblasts/Preadipocytes	FAT4
MAGI21	1.39E-268	0.894901	0.707	0.305	2.78E-265	Fibroblasts/Preadipocytes	MAGI2
LIFR	1.59E-267	0.8106	0.594	0.193	3.18E-264	Fibroblasts/Preadipocytes	LIFR
CYP4X1	2.02E-267	0.723136	0.524	0.177	4.04E-264	Fibroblasts/Preadipocytes	CYP4X1
GHR1	3.99E-265	0.67225	0.686	0.275	7.99E-262	Fibroblasts/Preadipocytes	GHR
SOX51	6.47E-262	0.558826	0.656	0.245	1.29E-258	Fibroblasts/Preadipocytes	SOX5
STARD132	1.12E-261	0.652533	0.652	0.25	2.23E-258	Fibroblasts/Preadipocytes	STARD13
CPED12	3.10E-261	0.688436	0.612	0.22	6.19E-258	Fibroblasts/Preadipocytes	CPED1
LRFN5	1.67E-257	1.158086	0.533	0.2	3.34E-254	Fibroblasts/Preadipocytes	LRFN5
WDFY32	1.24E-255	0.677157	0.708	0.275	2.48E-252	Fibroblasts/Preadipocytes	WDFY3
MN1	3.43E-255	0.54477	0.506	0.187	6.86E-252	Fibroblasts/Preadipocytes	MN1
PDE10A	1.15E-254	0.719969	0.533	0.165	2.30E-251	Fibroblasts/Preadipocytes	PDE10A
MEIS2	8.99E-253	0.838647	0.614	0.21	1.80E-249	Fibroblasts/Preadipocytes	MEIS2
FMNL21	1.84E-252	0.591362	0.672	0.262	3.67E-249	Fibroblasts/Preadipocytes	FMNL2
COL4A11	3.71E-251	0.529695	0.587	0.213	7.41E-248	Fibroblasts/Preadipocytes	COL4A1
EMP11	6.62E-250	0.64854	0.592	0.216	1.32E-246	Fibroblasts/Preadipocytes	EMP1
RGMA	1.35E-249	0.689503	0.511	0.177	2.70E-246	Fibroblasts/Preadipocytes	RGMA
FCHO21	6.91E-248	0.523959	0.631	0.237	1.38E-244	Fibroblasts/Preadipocytes	FCHO2
DLG21	3.49E-247	0.920085	0.767	0.417	6.98E-244	Fibroblasts/Preadipocytes	DLG2
SPSB11	4.13E-247	0.772892	0.582	0.227	8.26E-244	Fibroblasts/Preadipocytes	SPSB1
INSR1	4.98E-245	0.562352	0.669	0.26	9.96E-242	Fibroblasts/Preadipocytes	INSR
DYNC2H1	8.13E-242	0.886737	0.653	0.291	1.63E-238	Fibroblasts/Preadipocytes	DYNC2H1
LEPR1	1.13E-241	0.862722	0.65	0.3	2.26E-238	Fibroblasts/Preadipocytes	LEPR
EPB41L32	3.60E-241	1.158726	0.62	0.217	7.21E-238	Fibroblasts/Preadipocytes	EPB41L3
RASSF8	4.72E-238	0.597335	0.529	0.169	9.45E-235	Fibroblasts/Preadipocytes	RASSF8
SRPX	2.34E-237	0.649769	0.505	0.182	4.68E-234	Fibroblasts/Preadipocytes	SRPX
JUN	1.41E-233	0.883835	0.588	0.291	2.83E-230	Fibroblasts/Preadipocytes	JUN
MAP1B	8.52E-232	0.697944	0.516	0.172	1.70E-228	Fibroblasts/Preadipocytes	MAP1B
FGD5	5.00E-231	0.588766	0.552	0.199	1.00E-227	Fibroblasts/Preadipocytes	FGD5
PDZRN31	5.01E-231	0.794808	0.591	0.194	1.00E-227	Fibroblasts/Preadipocytes	PDZRN3
EHBP11	5.28E-231	0.803427	0.833	0.556	1.06E-227	Fibroblasts/Preadipocytes	EHBP1
STXBP6	1.79E-230	0.903224	0.536	0.19	3.59E-227	Fibroblasts/Preadipocytes	STXBP6
PRSS23	6.61E-230	0.790729	0.569	0.224	1.32E-226	Fibroblasts/Preadipocytes	PRSS23
TLN21	8.48E-230	0.793249	0.648	0.268	1.70E-226	Fibroblasts/Preadipocytes	TLN2
MITF2	4.98E-229	0.636595	0.565	0.204	9.96E-226	Fibroblasts/Preadipocytes	MITF
ADAMTS6	6.96E-229	1.066033	0.56	0.236	1.39E-225	Fibroblasts/Preadipocytes	ADAMTS6
TGFBR31	4.05E-225	1.049463	0.758	0.458	8.09E-222	Fibroblasts/Preadipocytes	TGFBR3
USP53	5.68E-222	1.004613	0.745	0.495	1.14E-218	Fibroblasts/Preadipocytes	USP53
PALLD	2.42E-221	0.546593	0.624	0.257	4.84E-218	Fibroblasts/Preadipocytes	PALLD
HMCN1	5.74E-221	1.131697	0.542	0.172	1.15E-217	Fibroblasts/Preadipocytes	HMCN1
FAM20A1	2.10E-219	0.500033	0.519	0.152	4.20E-216	Fibroblasts/Preadipocytes	FAM20A
PDE5A	6.22E-218	0.542227	0.615	0.313	1.24E-214	Fibroblasts/Preadipocytes	PDE5A
LRMDA2	1.69E-217	0.512687	0.766	0.358	3.38E-214	Fibroblasts/Preadipocytes	LRMDA
UACA	8.55E-215	0.658669	0.621	0.259	1.71E-211	Fibroblasts/Preadipocytes	UACA
PREX2	4.86E-214	0.549341	0.526	0.195	9.72E-211	Fibroblasts/Preadipocytes	PREX2
LTBP1	6.61E-208	0.691326	0.53	0.184	1.32E-204	Fibroblasts/Preadipocytes	LTBP1
PHLDB21	4.51E-205	0.569545	0.648	0.295	9.01E-202	Fibroblasts/Preadipocytes	PHLDB2
IGF12	2.61E-204	1.115173	0.536	0.201	5.21E-201	Fibroblasts/Preadipocytes	IGF1
DSTN	3.99E-202	0.529641	0.655	0.349	7.98E-199	Fibroblasts/Preadipocytes	DSTN
PCDH91	1.32E-201	0.611408	0.584	0.222	2.63E-198	Fibroblasts/Preadipocytes	PCDH9
LMO31	3.49E-194	0.793755	0.508	0.154	6.99E-191	Fibroblasts/Preadipocytes	LMO3
PALM	4.88E-194	0.685364	0.531	0.207	9.75E-191	Fibroblasts/Preadipocytes	PALM
COL15A1	1.08E-193	2.025989	0.512	0.177	2.16E-190	Fibroblasts/Preadipocytes	COL15A1
RFTN2	8.55E-193	0.553104	0.502	0.183	1.71E-189	Fibroblasts/Preadipocytes	RFTN2
TUBA1A	1.75E-189	0.568924	0.565	0.282	3.50E-186	Fibroblasts/Preadipocytes	TUBA1A
CCDC39	4.35E-188	0.989104	0.559	0.253	8.70E-185	Fibroblasts/Preadipocytes	CCDC39
PLPP3	4.67E-188	1.195688	0.544	0.209	9.33E-185	Fibroblasts/Preadipocytes	PLPP3
APP	7.92E-186	0.530563	0.746	0.447	1.58E-182	Fibroblasts/Preadipocytes	APP
MAN1A11	1.20E-175	0.634494	0.699	0.388	2.40E-172	Fibroblasts/Preadipocytes	MAN1A1
PRKG11	1.22E-175	0.516542	0.613	0.28	2.43E-172	Fibroblasts/Preadipocytes	PRKG1
CHPT11	2.95E-174	0.592358	0.646	0.343	5.90E-171	Fibroblasts/Preadipocytes	CHPT1
FOS1	2.23E-173	1.110758	0.597	0.309	4.46E-170	Fibroblasts/Preadipocytes	FOS
PPFIBP1	6.03E-173	0.601684	0.588	0.248	1.21E-169	Fibroblasts/Preadipocytes	PPFIBP1
ASPH1	4.01E-171	0.545	0.728	0.427	8.03E-168	Fibroblasts/Preadipocytes	ASPH
NECTIN3	4.15E-170	0.659609	0.561	0.253	8.30E-167	Fibroblasts/Preadipocytes	NECTIN3
KCNT2	2.06E-166	0.797982	0.502	0.175	4.12E-163	Fibroblasts/Preadipocytes	KCNT2
MAP3K201	1.24E-164	0.526537	0.601	0.281	2.48E-161	Fibroblasts/Preadipocytes	MAP3K20
MAPK101	2.13E-163	0.656803	0.608	0.256	4.26E-160	Fibroblasts/Preadipocytes	MAPK10
FILIP1	9.13E-160	0.880075	0.545	0.233	1.83E-156	Fibroblasts/Preadipocytes	FILIP1
ITIH51	1.08E-159	0.785961	0.543	0.205	2.15E-156	Fibroblasts/Preadipocytes	ITIH5
GPC61	5.67E-159	0.948822	0.526	0.221	1.13E-155	Fibroblasts/Preadipocytes	GPC6
RUFY31	2.28E-151	0.565491	0.698	0.404	4.56E-148	Fibroblasts/Preadipocytes	RUFY3
ZBTB161	5.03E-148	0.501471	0.572	0.262	1.01E-144	Fibroblasts/Preadipocytes	ZBTB16
ANXA1	3.46E-139	0.508306	0.71	0.463	6.93E-136	Fibroblasts/Preadipocytes	ANXA1
S100A10	8.78E-139	0.809206	0.653	0.42	1.76E-135	Fibroblasts/Preadipocytes	S100A10
ARHGAP61	1.08E-136	0.807271	0.512	0.196	2.17E-133	Fibroblasts/Preadipocytes	ARHGAP6
MID11	7.80E-136	0.733654	0.512	0.205	1.56E-132	Fibroblasts/Preadipocytes	MID1
SSBP2	3.00E-135	0.52228	0.846	0.66	6.01E-132	Fibroblasts/Preadipocytes	SSBP2
ECHDC21	9.65E-135	0.610091	0.732	0.497	1.93E-131	Fibroblasts/Preadipocytes	ECHDC2
TMEM1351	1.18E-126	0.593768	0.756	0.532	2.36E-123	Fibroblasts/Preadipocytes	TMEM135
EFNA51	2.17E-124	0.62085	0.54	0.203	4.35E-121	Fibroblasts/Preadipocytes	EFNA5
HEG1	1.08E-119	0.598133	0.573	0.304	2.17E-116	Fibroblasts/Preadipocytes	HEG1
KANK11	2.53E-117	0.937818	0.591	0.332	5.06E-114	Fibroblasts/Preadipocytes	KANK1
ST71	9.95E-115	0.600138	0.591	0.306	1.99E-111	Fibroblasts/Preadipocytes	ST7
EPS82	4.85E-113	0.534997	0.531	0.248	9.70E-110	Fibroblasts/Preadipocytes	EPS8
ZNF7041	1.97E-111	0.700264	0.546	0.248	3.93E-108	Fibroblasts/Preadipocytes	ZNF704
MAGI3	2.05E-106	0.695451	0.635	0.406	4.09E-103	Fibroblasts/Preadipocytes	MAGI3
ADGRA3	5.71E-106	0.507396	0.501	0.249	1.14E-102	Fibroblasts/Preadipocytes	ADGRA3
EDA1	1.94E-101	0.758399	0.511	0.254	3.88E-98	Fibroblasts/Preadipocytes	EDA
CAPS21	2.03E-98	0.556511	0.518	0.285	4.06E-95	Fibroblasts/Preadipocytes	CAPS2
PHLPP11	4.51E-93	0.5965	0.62	0.372	9.02E-90	Fibroblasts/Preadipocytes	PHLPP1
TMTC1	1.57E-90	0.599121	0.506	0.237	3.13E-87	Fibroblasts/Preadipocytes	TMTC1
DHRS31	1.31E-89	0.736765	0.59	0.379	2.61E-86	Fibroblasts/Preadipocytes	DHRS3
S100A6	9.58E-88	0.900395	0.672	0.507	1.92E-84	Fibroblasts/Preadipocytes	S100A6
